product_id,product_name,order_id,date,seller,daily_target,sales target,income,highlited sale
3625,product_3625,4494679,2020-07-04,7_seller_7,1946998,0.004725223138390486,5244,Y
3637,product_3637,19997399,2020-07-02,6_seller_6,1055915,0.002651728595578243,3724,N
3776,product_3776,480964,2020-07-03,7_seller_7,1946998,0.004160250806626407,6966,Y
3808,product_3808,16487767,2020-07-01,8_seller_8,547320,0.015164803040268947,8632,Y
3859,product_3859,17497815,2020-07-10,8_seller_8,547320,0.015895636921727692,4437,Y
4183,product_4183,16486090,2020-07-05,8_seller_8,547320,0.010231674340422423,4312,Y
4184,product_4184,16485246,2020-07-09,3_seller_3,310462,0.01932603668081762,7500,Y
4199,product_4199,7995231,2020-07-06,3_seller_3,310462,0.02705645135314467,7896,Y
4281,product_4281,475996,2020-07-09,2_seller_2,754188,0.0027844516221419593,2940,N
4327,product_4327,6990541,2020-07-05,5_seller_5,1199693,0.0038343142787363098,1426,N
4345,product_4345,2483585,2020-07-03,9_seller_9,1318051,5.310871885837498E-4,252,N
4420,product_4420,17494261,2020-07-05,6_seller_6,1055915,0.00160997807588679,1683,N
4500,product_4500,18483598,2020-07-10,8_seller_8,547320,5.481254110940583E-4,111,N
4602,product_4602,8480241,2020-07-05,6_seller_6,1055915,0.0042617066714650325,5310,Y
4660,product_4660,16981769,2020-07-09,8_seller_8,547320,0.013703135277351458,6600,Y
4799,product_4799,16492385,2020-07-09,5_seller_5,1199693,0.0058348260763378635,4480,Y
4800,product_4800,19478800,2020-07-03,6_seller_6,1055915,0.001799387261285236,418,N
4878,product_4878,11498504,2020-07-09,2_seller_2,754188,0.010342248882241563,858,N
4885,product_4885,16491686,2020-07-01,2_seller_2,754188,0.0053037173755084936,1640,N
4887,product_4887,18497487,2020-07-07,8_seller_8,547320,0.010231674340422423,2464,N
4888,product_4888,13498279,2020-07-02,4_seller_4,1532808,0.004175343552486678,8128,Y
4931,product_4931,6982340,2020-07-04,9_seller_9,1318051,0.001289783172274821,1020,N
4955,product_4955,1492995,2020-07-07,1_seller_1,257237,0.01749359540035065,3150,N
5020,product_5020,999020,2020-07-01,6_seller_6,1055915,0.006534616896246384,3588,N
5086,product_5086,8992490,2020-07-10,5_seller_5,1199693,0.007001791291605436,6552,Y
5122,product_5122,18993090,2020-07-04,7_seller_7,1946998,0.0025680560534730905,2250,N
5131,product_5131,16494878,2020-07-09,2_seller_2,754188,7.955576063262741E-4,282,N
5159,product_5159,8987512,2020-07-10,7_seller_7,1946998,0.005136112106946181,11900,Y
5263,product_5263,16981395,2020-07-09,3_seller_3,310462,0.026090149519103788,8667,Y
5573,product_5573,14478241,2020-07-10,7_seller_7,1946998,0.003235750627376094,7560,Y
5879,product_5879,1983551,2020-07-10,4_seller_4,1532808,0.005610617898653973,5418,Y
5946,product_5946,12479987,2020-07-04,6_seller_6,1055915,0.005492866376554931,2262,N
6069,product_6069,2996341,2020-07-08,2_seller_2,754188,0.011800771160506398,4183,Y
6158,product_6158,19987643,2020-07-05,2_seller_2,754188,0.009811877144690714,666,N
6163,product_6163,18488177,2020-07-05,4_seller_4,1532808,1.3047948601520868E-4,102,N
6199,product_6199,4976257,2020-07-04,1_seller_1,257237,0.008552424417949206,836,N
6203,product_6203,18979361,2020-07-03,1_seller_1,257237,0.024879780124943147,7872,Y
6302,product_6302,1493040,2020-07-01,5_seller_5,1199693,0.007251855266305629,9831,Y
6527,product_6527,5498735,2020-07-10,3_seller_3,310462,0.0012884024453878413,252,N
6618,product_6618,5485368,2020-07-06,6_seller_6,1055915,0.007008139859742499,7326,Y
6902,product_6902,7479794,2020-07-06,3_seller_3,310462,0.030921658689308195,9696,Y
6943,product_6943,11999307,2020-07-03,5_seller_5,1199693,0.005751471418104465,2415,N
6963,product_6963,16990346,2020-07-02,6_seller_6,1055915,0.0033146607444728034,5040,Y
7015,product_7015,4986750,2020-07-05,6_seller_6,1055915,0.004451115856863479,1175,N
7048,product_7048,6482999,2020-07-01,5_seller_5,1199693,0.0035842503040361155,1204,N
7055,product_7055,14995878,2020-07-08,7_seller_7,1946998,0.004673862017321024,6006,Y
7165,product_7165,11993982,2020-07-10,5_seller_5,1199693,0.0058348260763378635,3780,N
7313,product_7313,976151,2020-07-06,2_seller_2,754188,0.003845195097243658,1682,N
7401,product_7401,3983785,2020-07-08,5_seller_5,1199693,0.003250831671102524,1209,N
7414,product_7414,16491208,2020-07-07,1_seller_1,257237,0.0034987190800701297,1098,N
7785,product_7785,18490581,2020-07-01,4_seller_4,1532808,0.00195719229022813,1110,N
7842,product_7842,12487846,2020-07-02,2_seller_2,754188,0.0018563010814279727,714,N
7858,product_7858,4478305,2020-07-05,1_seller_1,257237,0.00932991754685368,2736,N
7915,product_7915,6475605,2020-07-03,8_seller_8,547320,0.0021925016443762333,492,N
7943,product_7943,476637,2020-07-03,2_seller_2,754188,0.005568903244283919,1680,N
7970,product_7970,9981276,2020-07-01,7_seller_7,1946998,0.002927583900959323,1539,N
7990,product_7990,12993263,2020-07-05,2_seller_2,754188,0.0013259293438771234,110,N
7997,product_7997,2481617,2020-07-10,1_seller_1,257237,0.012439890062471573,2240,N
8019,product_8019,981751,2020-07-03,4_seller_4,1532808,0.0013700346031596913,231,N
8108,product_8108,9490318,2020-07-10,3_seller_3,310462,0.02866695440987947,5963,Y
8142,product_8142,8977105,2020-07-01,5_seller_5,1199693,3.334186329335922E-4,168,N
8341,product_8341,8986964,2020-07-07,9_seller_9,1318051,0.004931523893991962,65,N
8418,product_8418,16978763,2020-07-06,1_seller_1,257237,0.0027212259511656565,805,N
8427,product_8427,15498266,2020-07-02,1_seller_1,257237,0.01282863662692381,1320,N
8443,product_8443,15498943,2020-07-04,9_seller_9,1318051,4.552175902146427E-4,630,N
8457,product_8457,2490552,2020-07-03,7_seller_7,1946998,0.003184389506306632,8928,Y
8517,product_8517,14985637,2020-07-05,7_seller_7,1946998,0.003287111748445556,1600,N
8557,product_8557,12990065,2020-07-02,3_seller_3,310462,0.004831509170204405,1980,N
8610,product_8610,17496638,2020-07-09,8_seller_8,547320,0.0012789592925528028,651,N
8673,product_8673,8480842,2020-07-09,5_seller_5,1199693,0.008335465823339805,8000,Y
8790,product_8790,11999251,2020-07-02,4_seller_4,1532808,0.0018919525472205262,522,N
8802,product_8802,14496926,2020-07-08,4_seller_4,1532808,0.0018919525472205262,203,N
8837,product_8837,12478920,2020-07-09,5_seller_5,1199693,0.008085401848639609,7566,Y
8860,product_8860,18490042,2020-07-01,6_seller_6,1055915,0.0057769801546526,4636,Y
8947,product_8947,7988913,2020-07-04,7_seller_7,1946998,0.00482794538052941,6016,Y
8995,product_8995,1975850,2020-07-09,3_seller_3,310462,0.03188796052334908,7227,Y
9047,product_9047,16977652,2020-07-01,6_seller_6,1055915,0.001894091853984459,1740,N
9055,product_9055,5994413,2020-07-09,5_seller_5,1199693,0.00341754098756932,5658,Y
9190,product_9190,12490821,2020-07-01,7_seller_7,1946998,0.004365695290904254,9605,Y
9213,product_9213,18989414,2020-07-08,9_seller_9,1318051,0.005462611082575712,216,N
9668,product_9668,6999520,2020-07-06,7_seller_7,1946998,6.676945739030035E-4,1365,N
9696,product_9696,8494725,2020-07-04,2_seller_2,754188,0.01127039942295555,9095,Y
9717,product_9717,7996839,2020-07-03,7_seller_7,1946998,0.004776584259459948,13671,Y
9724,product_9724,10491347,2020-07-01,7_seller_7,1946998,0.001335389147806007,2392,N
9749,product_9749,11977581,2020-07-01,8_seller_8,547320,0.005846671051669955,4480,Y
9772,product_9772,19991912,2020-07-10,3_seller_3,310462,0.015138728733307134,2115,N
9872,product_9872,4975405,2020-07-04,3_seller_3,310462,0.01030721956310273,32,N
9883,product_9883,14483942,2020-07-02,5_seller_5,1199693,0.006501663342205048,3666,N
9896,product_9896,6488747,2020-07-06,4_seller_4,1532808,0.0031315076643650087,816,N
9930,product_9930,4978014,2020-07-07,2_seller_2,754188,0.00450815976918222,1462,N
9957,product_9957,975272,2020-07-06,4_seller_4,1532808,0.004175343552486678,7296,Y
10004,product_10004,13981858,2020-07-07,7_seller_7,1946998,6.676945739030035E-4,1157,N
10038,product_10038,15978487,2020-07-03,9_seller_9,1318051,0.0029589143363951773,4446,Y
10072,product_10072,14981764,2020-07-05,4_seller_4,1532808,0.0060020563566996,4416,Y
10146,product_10146,18997548,2020-07-08,8_seller_8,547320,0.011876050573704597,2080,N
10158,product_10158,6478954,2020-07-07,9_seller_9,1318051,3.0347839347642845E-4,204,N
10327,product_10327,12499171,2020-07-09,2_seller_2,754188,0.004773345637957644,1584,N
10365,product_10365,2996249,2020-07-09,1_seller_1,257237,0.0116623969335671,1290,N
10498,product_10498,3495900,2020-07-07,8_seller_8,547320,0.011510633632975225,9072,Y
10525,product_10525,6486337,2020-07-04,3_seller_3,310462,0.01030721956310273,1824,N
10713,product_10713,15487028,2020-07-03,3_seller_3,310462,0.013850326287919294,6321,Y
10721,product_10721,984459,2020-07-03,5_seller_5,1199693,5.001279494003883E-4,846,N
10790,product_10790,15480251,2020-07-06,2_seller_2,754188,0.0033148233596928083,2300,N
10858,product_10858,19499209,2020-07-04,1_seller_1,257237,0.03731967018741472,12000,Y
10881,product_10881,12477356,2020-07-07,8_seller_8,547320,0.010048965870057736,6930,Y
10895,product_10895,18486858,2020-07-04,6_seller_6,1055915,0.009470459269922295,1400,N
10899,product_10899,12483746,2020-07-08,3_seller_3,310462,0.016105030567348015,6800,Y
11020,product_11020,10496493,2020-07-06,3_seller_3,310462,0.02641225013045075,8200,Y
11028,product_11028,11984825,2020-07-09,3_seller_3,310462,0.0022547042794287225,63,N
11116,product_11116,14482122,2020-07-04,8_seller_8,547320,0.010048965870057736,4400,Y
11150,product_11150,12987696,2020-07-02,1_seller_1,257237,0.010107410675758153,2990,N
11207,product_11207,1476692,2020-07-06,9_seller_9,1318051,9.863047787983924E-4,650,N
11250,product_11250,18498638,2020-07-07,8_seller_8,547320,0.009683548929328364,6360,Y
11285,product_11285,477621,2020-07-01,8_seller_8,547320,0.01790543009573924,9016,Y
11329,product_11329,9498688,2020-07-04,7_seller_7,1946998,0.002927583900959323,2907,N
11335,product_11335,14494147,2020-07-05,5_seller_5,1199693,0.0030007676964023296,1764,N
11511,product_11511,7979576,2020-07-04,3_seller_3,310462,0.018359734846776738,3990,Y
11581,product_11581,17979679,2020-07-09,2_seller_2,754188,0.00450815976918222,4386,Y
11687,product_11687,15986325,2020-07-07,7_seller_7,1946998,0.0020544448427784723,4040,Y
11712,product_11712,2991045,2020-07-02,2_seller_2,754188,0.009546691275915288,8496,Y
11870,product_11870,3992645,2020-07-08,6_seller_6,1055915,0.006250503118148715,9372,Y
11978,product_11978,19992883,2020-07-08,4_seller_4,1532808,0.002674829463311778,2993,N
12014,product_12014,18499074,2020-07-02,6_seller_6,1055915,0.001894091853984459,1540,N
12155,product_12155,13988651,2020-07-04,2_seller_2,754188,0.00623186791622248,6721,Y
12169,product_12169,9979256,2020-07-08,9_seller_9,1318051,4.552175902146427E-4,120,N
12170,product_12170,11484965,2020-07-03,9_seller_9,1318051,0.0016691311641203565,2640,N
12221,product_12221,15996554,2020-07-01,5_seller_5,1199693,0.007168500608072231,10664,Y
12419,product_12419,7491719,2020-07-02,3_seller_3,310462,0.0019326036680817622,30,N
12488,product_12488,14992328,2020-07-01,8_seller_8,547320,0.017357304684645178,5320,Y
12532,product_12532,7494572,2020-07-01,9_seller_9,1318051,0.005690219877683034,150,N
12571,product_12571,9488348,2020-07-09,4_seller_4,1532808,0.0028705486923345912,3300,N
12949,product_12949,2987602,2020-07-06,9_seller_9,1318051,8.345655820601783E-4,616,N
13008,product_13008,991413,2020-07-10,7_seller_7,1946998,0.003184389506306632,6882,Y
13122,product_13122,2997239,2020-07-07,7_seller_7,1946998,0.004571139775182101,7298,Y
13194,product_13194,9980684,2020-07-10,5_seller_5,1199693,0.006918436633372038,7304,Y
13257,product_13257,19475491,2020-07-07,6_seller_6,1055915,9.470459269922295E-4,1300,N
13491,product_13491,1999115,2020-07-01,6_seller_6,1055915,3.788183707968918E-4,144,N
13518,product_13518,15993880,2020-07-03,5_seller_5,1199693,0.006168244709271456,592,N
13762,product_13762,6488272,2020-07-03,6_seller_6,1055915,0.0035040699298712493,1110,N
13791,product_13791,10476194,2020-07-06,9_seller_9,1318051,0.007055872648326962,8835,Y
13801,product_13801,16976737,2020-07-01,2_seller_2,754188,0.004110380966019083,3658,N
13843,product_13843,499385,2020-07-02,9_seller_9,1318051,0.002655435942918749,4025,Y
13850,product_13850,16982391,2020-07-10,5_seller_5,1199693,0.005751471418104465,5658,Y
13878,product_13878,19500003,2020-07-08,1_seller_1,257237,0.02682351294720433,9660,Y
13903,product_13903,19988899,2020-07-05,8_seller_8,547320,0.003106043996199664,136,N
14127,product_14127,19487912,2020-07-01,3_seller_3,310462,0.01030721956310273,704,N
14150,product_14150,3476926,2020-07-08,3_seller_3,310462,0.013850326287919294,3612,N
14151,product_14151,8977073,2020-07-05,5_seller_5,1199693,5.834826076337864E-4,819,N
14160,product_14160,4990103,2020-07-06,2_seller_2,754188,0.0017237081470402606,728,N
14198,product_14198,13984101,2020-07-07,6_seller_6,1055915,0.007008139859742499,1776,N
14247,product_14247,11479737,2020-07-07,5_seller_5,1199693,0.0015003838482011648,702,N
14343,product_14343,1989409,2020-07-02,5_seller_5,1199693,0.0016670931646679608,680,N
14472,product_14472,18484771,2020-07-05,5_seller_5,1199693,0.004501151544603494,5616,Y
14529,product_14529,986535,2020-07-03,5_seller_5,1199693,0.0026673490634687375,768,N
14593,product_14593,3981716,2020-07-10,9_seller_9,1318051,0.0015173919673821422,560,N
14707,product_14707,10495571,2020-07-02,7_seller_7,1946998,0.0038007229591401734,1628,N
14793,product_14793,7485417,2020-07-07,9_seller_9,1318051,0.004021088713562677,689,N
14805,product_14805,11475318,2020-07-04,6_seller_6,1055915,0.003977592893367364,294,N
14808,product_14808,10491147,2020-07-06,4_seller_4,1532808,0.005414898669631161,3154,N
14865,product_14865,8493917,2020-07-08,4_seller_4,1532808,0.00391438458045626,2580,N
14908,product_14908,12479351,2020-07-07,6_seller_6,1055915,0.002083501039382905,2134,N
14909,product_14909,1481564,2020-07-05,6_seller_6,1055915,0.009186345491824626,12125,Y
14914,product_14914,14978308,2020-07-04,3_seller_3,310462,0.02737855196449163,4420,Y
15053,product_15053,10489469,2020-07-02,9_seller_9,1318051,0.0042486975086699985,3528,N
15065,product_15065,19490876,2020-07-09,9_seller_9,1318051,0.007283481443434283,7296,Y
15078,product_15078,3988455,2020-07-09,7_seller_7,1946998,0.004879306501598872,8170,Y
15113,product_15113,11491206,2020-07-09,4_seller_4,1532808,0.0030010281783498,4048,Y
15128,product_15128,11488841,2020-07-05,1_seller_1,257237,0.0349871908007013,12060,Y
15157,product_15157,5477813,2020-07-01,3_seller_3,310462,0.025768048907756826,7360,Y
15277,product_15277,1477361,2020-07-01,3_seller_3,310462,0.02705645135314467,2940,N
15445,product_15445,15981891,2020-07-09,7_seller_7,1946998,0.003954806322348559,6699,Y
15483,product_15483,11489975,2020-07-04,8_seller_8,547320,0.016626470803186435,8281,Y
15637,product_15637,9494958,2020-07-01,2_seller_2,754188,0.008883726603976728,8375,Y
15647,product_15647,1979087,2020-07-09,8_seller_8,547320,0.008587298107140246,5734,Y
15736,product_15736,3986123,2020-07-04,4_seller_4,1532808,0.0017614730612053172,2862,N
15785,product_15785,16479991,2020-07-09,6_seller_6,1055915,0.00833400415753162,9064,Y
15826,product_15826,3991544,2020-07-07,6_seller_6,1055915,0.007671072008637059,729,N
15917,product_15917,11475210,2020-07-05,8_seller_8,547320,0.008221881166410875,1665,N
15930,product_15930,15489282,2020-07-09,6_seller_6,1055915,0.002083501039382905,2420,N
15953,product_15953,10478723,2020-07-03,3_seller_3,310462,0.01803763423542978,2072,N
16077,product_16077,17499560,2020-07-01,6_seller_6,1055915,0.0033146607444728034,2590,N
16129,product_16129,15484363,2020-07-06,9_seller_9,1318051,7.586959836910711E-5,144,N
16197,product_16197,13491691,2020-07-06,4_seller_4,1532808,0.002087671776243339,3424,N
16247,product_16247,5486796,2020-07-01,1_seller_1,257237,0.030322232027274458,1560,N
16446,product_16446,16491089,2020-07-07,2_seller_2,754188,0.013126700504383521,9405,Y
16464,product_16464,4494853,2020-07-07,2_seller_2,754188,0.00623186791622248,705,N
16474,product_16474,5977713,2020-07-05,1_seller_1,257237,0.010884903804662626,1344,N
16522,product_16522,7989527,2020-07-10,9_seller_9,1318051,0.0042486975086699985,6216,Y
16603,product_16603,18496868,2020-07-04,9_seller_9,1318051,0.006676524656481426,3080,N
16661,product_16661,11498824,2020-07-07,5_seller_5,1199693,0.004084378253436504,5341,Y
16677,product_16677,478621,2020-07-09,6_seller_6,1055915,0.005398161783855708,2622,N
16680,product_16680,12981024,2020-07-02,5_seller_5,1199693,0.007251855266305629,12267,Y
17004,product_17004,11976525,2020-07-10,4_seller_4,1532808,0.005088699954593139,10218,Y
17161,product_17161,1483854,2020-07-03,4_seller_4,1532808,2.6095897203041736E-4,264,N
17163,product_17163,18479861,2020-07-01,8_seller_8,547320,0.004750420229481839,1196,N
17209,product_17209,16988299,2020-07-02,1_seller_1,257237,0.00116623969335671,420,N
17235,product_17235,6497458,2020-07-08,2_seller_2,754188,0.004640752703569932,420,N
17247,product_17247,984273,2020-07-09,5_seller_5,1199693,0.00341754098756932,4469,Y
17302,product_17302,13488431,2020-07-03,1_seller_1,257237,0.020992314480420778,3942,Y
17481,product_17481,19978084,2020-07-07,3_seller_3,310462,6.442012226939207E-4,164,N
17501,product_17501,11993537,2020-07-04,6_seller_6,1055915,0.005398161783855708,114,N
17504,product_17504,5982583,2020-07-10,9_seller_9,1318051,0.007511090238541605,6039,Y
17506,product_17506,14985785,2020-07-10,2_seller_2,754188,0.01246373583244496,4324,Y
17667,product_17667,19497232,2020-07-04,5_seller_5,1199693,0.007501919241005825,7110,Y
17687,product_17687,6487733,2020-07-02,6_seller_6,1055915,0.004451115856863479,376,N
17843,product_17843,17499483,2020-07-10,3_seller_3,310462,0.021258640348899384,6138,Y
17894,product_17894,9992062,2020-07-03,1_seller_1,257237,0.028767245769465512,11026,Y
17953,product_17953,8482483,2020-07-07,5_seller_5,1199693,0.006334954025738251,10032,Y
18019,product_18019,12988151,2020-07-09,2_seller_2,754188,0.0034474162940805212,936,N
18123,product_18123,3494511,2020-07-03,2_seller_2,754188,0.0026518586877542468,1660,N
18131,product_18131,5477865,2020-07-08,3_seller_3,310462,0.03027745746661427,12784,Y
18151,product_18151,7489231,2020-07-08,7_seller_7,1946998,0.002105805963847934,5412,Y
18190,product_18190,8486138,2020-07-02,5_seller_5,1199693,0.0030007676964023296,3816,N
18302,product_18302,13979933,2020-07-06,5_seller_5,1199693,0.004084378253436504,2205,N
18410,product_18410,10993021,2020-07-04,3_seller_3,310462,0.011595622008490571,1692,N
18489,product_18489,2999707,2020-07-05,2_seller_2,754188,0.008883726603976728,8643,Y
18512,product_18512,1984022,2020-07-03,4_seller_4,1532808,0.0041101038094790735,7434,Y
18532,product_18532,18987399,2020-07-02,7_seller_7,1946998,0.0022598893270563197,924,N
18566,product_18566,9981112,2020-07-05,7_seller_7,1946998,0.004982028743737795,11349,Y
18578,product_18578,17486270,2020-07-02,4_seller_4,1532808,0.005153939697600743,3950,Y
18672,product_18672,17983245,2020-07-04,9_seller_9,1318051,0.0014415223690130352,2014,N
18822,product_18822,1482337,2020-07-03,7_seller_7,1946998,0.004006167443418021,10452,Y
19015,product_19015,14484593,2020-07-02,1_seller_1,257237,0.01282863662692381,2211,N
19108,product_19108,1978085,2020-07-04,5_seller_5,1199693,0.0023339304305351454,1120,N
19115,product_19115,8978190,2020-07-05,2_seller_2,754188,0.007027425522548754,4293,Y
19210,product_19210,9482069,2020-07-08,7_seller_7,1946998,0.00482794538052941,12690,Y
19263,product_19263,5979320,2020-07-01,9_seller_9,1318051,0.005841959074421248,3773,N
19295,product_19295,19491562,2020-07-01,3_seller_3,310462,0.0057978110042452855,2466,N
19397,product_19397,16477611,2020-07-07,2_seller_2,754188,0.0027844516221419593,2478,N
19508,product_19508,4975815,2020-07-09,6_seller_6,1055915,0.003598774522570472,5700,Y
19605,product_19605,12494502,2020-07-05,7_seller_7,1946998,0.0018490003585006252,1188,N
19611,product_19611,7497144,2020-07-07,3_seller_3,310462,0.0038652073361635244,504,N
19619,product_19619,6480371,2020-07-05,2_seller_2,754188,0.010342248882241563,7410,Y
19669,product_19669,986434,2020-07-02,4_seller_4,1532808,0.005414898669631161,10458,Y
19710,product_19710,6493426,2020-07-01,2_seller_2,754188,0.013259293438771233,6000,Y
19803,product_19803,11475877,2020-07-05,7_seller_7,1946998,3.5952784748623267E-4,105,N
19927,product_19927,3986771,2020-07-05,3_seller_3,310462,0.02737855196449163,12750,Y
19990,product_19990,4980347,2020-07-03,7_seller_7,1946998,0.0018490003585006252,144,N
20063,product_20063,11990961,2020-07-10,5_seller_5,1199693,0.0020005117976015533,2280,N
20124,product_20124,7494784,2020-07-08,9_seller_9,1318051,0.0016691311641203565,770,N
20153,product_20153,3989224,2020-07-07,1_seller_1,257237,0.00816367785349697,1995,N
20404,product_20404,5493742,2020-07-06,5_seller_5,1199693,1.667093164667961E-4,266,N
20405,product_20405,3986609,2020-07-06,1_seller_1,257237,0.013994876320280519,2340,N
20418,product_20418,12986476,2020-07-03,4_seller_4,1532808,0.00495822046857793,76,N
20523,product_20523,1976381,2020-07-01,8_seller_8,547320,0.005663962581305269,651,N
20527,product_20527,13488840,2020-07-03,9_seller_9,1318051,0.0015173919673821422,2240,N
20627,product_20627,17981723,2020-07-06,6_seller_6,1055915,0.0033146607444728034,420,N
20667,product_20667,7491220,2020-07-07,4_seller_4,1532808,0.00391438458045626,8940,Y
20702,product_20702,17487728,2020-07-01,6_seller_6,1055915,0.003693479115269695,2691,N
20721,product_20721,9976892,2020-07-01,4_seller_4,1532808,0.0013047948601520869,1340,N
